Attrition,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,OverTime,JobSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,DistanceFromHome,AgeGroup,TenureGroup
0,27,Male,Research & Development,Research Scientist,1,2539,0,3,3,4,4,2,6,Under 30,3-5 Years
0,34,Female,Sales,Sales Executive,2,5714,0,3,2,6,6,1,9,30-39,6-10 Years
0,35,Male,Human Resources,Human Resources,1,4323,0,3,1,6,5,1,8,30-39,3-5 Years
1,29,Female,Sales,Sales Executive,3,7336,0,1,1,11,11,3,23,Under 30,10+ Years
0,40,Female,Research & Development,Research Director,3,13499,0,3,2,20,18,2,9,30-39,10+ Years
1,42,Male,Sales,Sales Executive,4,13758,1,1,2,22,21,13,12,40-49,10+ Years
0,42,Male,Sales,Sales Executive,2,5155,0,1,4,9,6,1,4,40-49,6-10 Years
0,35,Male,Research & Development,Laboratory Technician,1,2258,0,3,3,10,8,1,1,30-39,6-10 Years
0,24,Male,Research & Development,Laboratory Technician,1,3597,0,2,3,6,4,1,24,Under 30,3-5 Years
1,28,Female,Research & Development,Laboratory Technician,1,2515,1,4,2,1,1,0,12,Under 30,0-2 Years
0,26,Male,Research & Development,Laboratory Technician,1,4420,0,4,3,8,8,0,3,Under 30,6-10 Years
0,30,Male,Sales,Sales Executive,2,6578,0,3,3,10,10,1,10,Under 30,6-10 Years
0,40,Female,Research & Development,Research Scientist,2,4422,1,4,1,16,1,0,26,30-39,0-2 Years
0,35,Male,Research & Development,Manufacturing Director,3,10274,0,2,4,15,7,6,2,30-39,6-10 Years
0,34,Male,Research & Development,Healthcare Representative,2,5343,0,1,3,14,13,4,1,30-39,10+ Years
0,35,Male,Research & Development,Laboratory Technician,1,2376,0,4,4,2,2,2,4,30-39,0-2 Years
1,43,Female,Sales,Sales Executive,2,5346,0,3,2,7,4,1,9,40-49,3-5 Years
0,32,Female,Sales,Sales Representative,1,2827,0,1,3,1,1,0,2,30-39,0-2 Years
0,56,Female,Research & Development,Manager,5,19943,0,1,3,28,5,4,4,50+,3-5 Years
0,29,Female,Research & Development,Laboratory Technician,1,3131,0,4,3,10,10,0,6,Under 30,6-10 Years
0,19,Male,Research & Development,Research Scientist,1,2552,0,1,3,1,1,0,9,Under 30,0-2 Years
0,45,Female,Research & Development,Research Scientist,1,4477,1,3,2,7,3,0,7,40-49,3-5 Years
0,37,Female,Research & Development,Manufacturing Director,2,6474,0,4,2,14,14,3,1,30-39,10+ Years
0,20,Male,Research & Development,Laboratory Technician,1,3033,0,3,2,2,2,1,3,Under 30,0-2 Years
1,44,Male,Research & Development,Research Scientist,1,2936,1,3,3,6,6,0,10,40-49,6-10 Years
0,53,Female,Research & Development,Manager,5,18606,0,3,3,26,7,4,7,50+,6-10 Years
0,29,Female,Research & Development,Research Scientist,1,2168,1,4,2,6,5,1,15,Under 30,3-5 Years
1,22,Male,Research & Development,Research Scientist,1,2853,1,4,3,1,0,0,3,Under 30,0-2 Years
0,46,Female,Sales,Manager,4,17048,0,1,3,28,26,15,2,40-49,10+ Years
0,44,Male,Research & Development,Research Scientist,1,2290,0,3,3,6,0,0,17,40-49,0-2 Years
0,33,Male,Human Resources,Human Resources,1,3600,0,3,3,5,5,1,2,30-39,3-5 Years
1,41,Male,Research & Development,Research Scientist,1,2107,0,1,1,5,1,0,5,40-49,0-2 Years
0,30,Male,Sales,Sales Executive,2,4115,0,1,3,8,4,0,29,Under 30,3-5 Years
0,40,Male,Sales,Sales Executive,2,4327,0,2,3,5,0,0,2,30-39,0-2 Years
0,50,Female,Research & Development,Manager,4,17856,0,1,3,32,2,2,2,40-49,0-2 Years
0,28,Male,Research & Development,Laboratory Technician,1,3196,0,1,3,6,6,3,19,Under 30,6-10 Years
0,46,Male,Research & Development,Research Director,5,19081,0,2,3,25,4,0,15,40-49,3-5 Years
0,35,Male,Sales,Sales Executive,2,8966,1,1,3,15,7,1,17,30-39,6-10 Years
1,24,Female,Research & Development,Laboratory Technician,1,2210,0,2,1,1,1,0,17,Under 30,0-2 Years
0,33,Female,Sales,Sales Executive,2,4539,0,3,2,10,10,0,25,30-39,6-10 Years
0,36,Male,Research & Development,Laboratory Technician,1,2741,0,3,3,7,7,1,6,30-39,6-10 Years
0,30,Male,Research & Development,Laboratory Technician,2,3491,0,3,2,10,10,8,7,Under 30,6-10 Years
0,44,Male,Research & Development,Research Scientist,2,4541,0,4,3,20,20,13,29,40-49,10+ Years
0,20,Male,Sales,Sales Representative,1,2678,0,4,3,2,2,2,21,Under 30,0-2 Years
0,46,Male,Research & Development,Manufacturing Director,2,7379,0,4,2,12,6,1,2,40-49,6-10 Years
0,42,Male,Human Resources,Human Resources,2,6272,0,1,4,10,4,0,2,40-49,3-5 Years
0,60,Male,Sales,Sales Executive,2,5220,1,4,3,12,11,1,7,50+,10+ Years
0,32,Female,Research & Development,Laboratory Technician,1,2743,0,2,3,2,2,2,13,30-39,0-2 Years
0,32,Female,Research & Development,Research Scientist,2,4998,1,3,3,10,8,0,2,30-39,6-10 Years
0,36,Female,Research & Development,Manufacturing Director,3,10252,1,1,3,17,7,7,1,30-39,6-10 Years
0,33,Male,Research & Development,Research Scientist,1,2781,0,4,3,15,14,4,9,30-39,10+ Years
0,40,Female,Sales,Sales Executive,2,6852,0,2,4,7,5,1,10,30-39,3-5 Years
0,25,Male,Sales,Sales Executive,2,4950,0,4,3,5,4,1,10,Under 30,3-5 Years
0,30,Male,Research & Development,Research Scientist,1,3579,1,2,3,12,11,5,1,Under 30,10+ Years
0,42,Female,Research & Development,Research Director,3,13191,1,1,3,20,1,0,26,40-49,0-2 Years
0,35,Female,Sales,Sales Executive,3,10377,1,4,2,16,13,4,8,30-39,10+ Years
0,27,Male,Research & Development,Research Scientist,1,2235,1,1,2,9,9,6,14,Under 30,6-10 Years
0,54,Female,Research & Development,Manufacturing Director,3,10502,0,3,1,33,5,1,1,50+,3-5 Years
0,44,Female,Research & Development,Research Scientist,1,2011,0,4,3,10,10,7,2,40-49,6-10 Years
1,19,Female,Research & Development,Research Scientist,1,1859,1,2,4,1,1,0,10,Under 30,0-2 Years
0,29,Female,Research & Development,Research Scientist,1,3760,0,4,3,3,3,1,1,Under 30,3-5 Years
0,54,Male,Research & Development,Research Director,4,17779,0,4,3,36,10,0,3,50+,6-10 Years
0,31,Male,Research & Development,Healthcare Representative,2,6833,1,1,2,6,6,0,11,30-39,6-10 Years
0,31,Female,Research & Development,Healthcare Representative,2,6812,0,1,3,10,10,1,24,30-39,6-10 Years
0,59,Female,Sales,Sales Executive,2,5171,0,4,3,13,6,0,3,50+,6-10 Years
0,43,Male,Research & Development,Research Director,5,19740,0,4,3,25,8,0,3,40-49,6-10 Years
0,49,Male,Research & Development,Manager,5,18711,0,3,4,23,1,0,4,40-49,0-2 Years
0,36,Male,Research & Development,Research Scientist,1,3692,0,2,2,12,11,0,3,30-39,10+ Years
0,48,Male,Research & Development,Laboratory Technician,1,2559,0,2,2,7,1,0,2,40-49,0-2 Years
0,27,Male,Research & Development,Research Scientist,1,2517,0,3,3,5,5,0,4,Under 30,3-5 Years
0,29,Male,Research & Development,Healthcare Representative,2,6623,1,4,3,6,6,1,7,Under 30,6-10 Years
0,48,Male,Research & Development,Research Director,5,18265,0,4,4,25,1,0,1,40-49,0-2 Years
0,29,Female,Research & Development,Research Director,4,16124,0,4,2,9,7,1,1,Under 30,6-10 Years
0,34,Female,Research & Development,Research Scientist,1,2585,0,3,2,2,1,0,20,30-39,0-2 Years
0,44,Male,Sales,Manager,5,18213,0,2,3,26,22,3,5,40-49,10+ Years
0,33,Male,Sales,Sales Executive,3,8380,1,3,3,10,9,0,10,30-39,6-10 Years
0,19,Female,Research & Development,Research Scientist,1,2994,1,4,3,1,1,0,25,Under 30,0-2 Years
0,23,Male,Research & Development,Research Scientist,1,1223,0,3,3,1,1,0,1,Under 30,0-2 Years
1,25,Male,Sales,Sales Representative,1,1118,1,4,3,1,1,1,24,Under 30,0-2 Years
0,26,Male,Research & Development,Research Scientist,1,2875,1,4,2,8,8,2,4,Under 30,6-10 Years
1,45,Female,Sales,Manager,5,18824,1,2,3,26,24,1,2,40-49,10+ Years
0,55,Male,Research & Development,Healthcare Representative,4,13577,1,2,3,34,33,15,8,50+,10+ Years
1,21,Female,Research & Development,Laboratory Technician,1,2625,0,3,1,2,2,2,10,Under 30,0-2 Years
0,46,Female,Sales,Manager,5,18789,0,2,3,26,11,0,4,40-49,10+ Years
0,34,Female,Sales,Sales Executive,2,4538,1,1,3,4,3,0,2,30-39,3-5 Years
0,51,Male,Sales,Manager,5,19847,1,2,2,31,29,11,9,50+,10+ Years
0,59,Male,Research & Development,Manufacturing Director,3,10512,0,4,2,25,9,5,18,50+,6-10 Years
0,34,Female,Research & Development,Laboratory Technician,2,4444,0,2,4,15,11,5,19,30-39,10+ Years
0,28,Male,Research & Development,Laboratory Technician,1,2154,1,3,2,5,4,0,1,Under 30,3-5 Years
0,44,Male,Research & Development,Manager,5,19190,0,1,2,26,25,14,4,40-49,10+ Years
0,34,Male,Human Resources,Human Resources,2,4490,0,2,4,14,10,1,11,30-39,6-10 Years
0,35,Male,Research & Development,Research Scientist,1,3506,1,3,3,4,3,2,6,30-39,3-5 Years
0,42,Female,Research & Development,Research Scientist,2,2372,1,2,3,18,1,0,7,40-49,0-2 Years
0,43,Female,Sales,Sales Executive,3,10231,0,4,4,23,21,15,4,40-49,10+ Years
0,36,Female,Research & Development,Manufacturing Director,2,5410,1,2,3,18,16,5,2,30-39,10+ Years
1,44,Female,Research & Development,Healthcare Representative,3,7978,0,4,3,10,10,0,15,40-49,6-10 Years
0,28,Male,Research & Development,Laboratory Technician,1,3867,1,4,3,2,2,2,2,Under 30,0-2 Years
0,51,Female,Research & Development,Laboratory Technician,1,2838,0,3,2,8,7,7,6,50+,6-10 Years
0,30,Female,Research & Development,Manufacturing Director,2,4695,1,3,3,10,8,1,9,Under 30,6-10 Years
1,29,Female,Research & Development,Laboratory Technician,1,3339,1,3,3,10,7,7,7,Under 30,6-10 Years
0,28,Male,Research & Development,Research Scientist,1,2080,0,1,2,5,3,1,1,Under 30,3-5 Years
0,25,Female,Research & Development,Research Scientist,1,2096,0,2,2,2,2,2,1,Under 30,0-2 Years
0,32,Male,Sales,Sales Executive,2,6209,0,4,4,10,10,0,8,30-39,6-10 Years
0,45,Female,Research & Development,Manager,5,18061,0,2,3,22,0,0,25,40-49,0-2 Years
0,39,Female,Research & Development,Manager,4,17123,1,2,3,21,19,15,13,30-39,10+ Years
0,58,Male,Research & Development,Research Scientist,1,2372,0,3,3,2,2,2,23,50+,0-2 Years
1,32,Male,Research & Development,Laboratory Technician,2,4883,0,3,3,10,10,1,7,30-39,6-10 Years
1,39,Male,Research & Development,Research Scientist,1,3904,0,1,3,6,5,0,23,30-39,3-5 Years
0,30,Female,Research & Development,Laboratory Technician,2,4627,0,4,3,10,9,6,6,Under 30,6-10 Years
0,36,Female,Research & Development,Healthcare Representative,3,7094,0,3,3,10,7,1,10,30-39,6-10 Years
0,46,Female,Human Resources,Human Resources,1,3423,0,1,4,10,7,5,1,40-49,6-10 Years
0,28,Female,Research & Development,Laboratory Technician,2,6674,0,4,3,10,9,7,1,Under 30,6-10 Years
0,50,Female,Research & Development,Research Director,4,16880,1,1,3,25,3,1,28,40-49,3-5 Years
1,40,Male,Sales,Sales Executive,3,9094,1,2,3,9,5,1,25,30-39,3-5 Years
1,52,Male,Sales,Sales Executive,3,8446,1,2,2,10,8,7,5,50+,6-10 Years
0,30,Female,Research & Development,Manager,3,11916,1,1,3,9,9,0,17,Under 30,6-10 Years
0,39,Male,Research & Development,Manufacturing Director,2,4534,0,3,3,9,8,1,18,30-39,6-10 Years
0,31,Female,Sales,Sales Executive,3,9852,1,3,2,10,10,9,2,30-39,6-10 Years
0,41,Male,Sales,Sales Executive,2,6151,0,2,3,19,19,11,10,40-49,10+ Years
1,31,Female,Sales,Sales Representative,1,2302,1,2,4,3,3,2,1,30-39,3-5 Years
1,44,Male,Research & Development,Laboratory Technician,1,2362,0,1,4,10,3,1,3,40-49,3-5 Years
0,42,Male,Research & Development,Manager,4,17861,1,3,2,21,20,2,2,40-49,10+ Years
0,55,Female,Research & Development,Manager,5,19187,0,3,3,23,19,9,2,50+,10+ Years
0,56,Male,Human Resources,Manager,5,19717,0,2,3,36,7,7,8,50+,6-10 Years
0,40,Male,Research & Development,Research Scientist,1,3544,0,3,3,6,4,0,16,30-39,3-5 Years
0,34,Male,Research & Development,Healthcare Representative,3,8500,0,4,2,10,9,1,9,30-39,6-10 Years
0,40,Male,Research & Development,Research Scientist,2,4661,0,4,3,9,9,8,2,30-39,6-10 Years
0,41,Female,Sales,Sales Executive,2,4103,0,1,3,10,9,1,1,40-49,6-10 Years
0,35,Male,Research & Development,Research Scientist,2,4249,1,3,3,9,9,1,4,30-39,6-10 Years
0,51,Male,Human Resources,Manager,4,14026,1,2,3,33,33,0,5,50+,10+ Years
0,38,Female,Sales,Sales Executive,2,6893,0,1,3,11,7,1,2,30-39,6-10 Years
0,34,Female,Sales,Sales Executive,2,6125,0,1,4,10,10,9,15,30-39,6-10 Years
0,25,Male,Research & Development,Laboratory Technician,1,3669,0,4,2,7,3,1,19,Under 30,3-5 Years
1,58,Female,Research & Development,Manufacturing Director,3,10008,1,1,2,31,10,5,7,50+,6-10 Years
0,40,Male,Research & Development,Laboratory Technician,1,2387,0,2,3,7,4,0,1,30-39,3-5 Years
0,36,Female,Sales,Sales Executive,2,4639,0,1,2,17,15,6,7,30-39,10+ Years
0,48,Male,Research & Development,Manufacturing Director,3,7898,0,4,3,11,10,0,4,40-49,6-10 Years
0,27,Female,Sales,Sales Representative,1,2534,0,4,3,5,1,0,11,Under 30,0-2 Years
0,51,Female,Research & Development,Manufacturing Director,4,13142,0,2,2,29,5,0,11,50+,3-5 Years
0,18,Female,Research & Development,Laboratory Technician,1,1611,0,4,4,0,0,0,1,Under 30,0-2 Years
0,35,Female,Research & Development,Laboratory Technician,2,5363,0,4,3,10,9,0,1,30-39,6-10 Years
0,27,Male,Sales,Sales Executive,2,5071,0,4,3,8,6,0,2,Under 30,6-10 Years
1,55,Male,Sales,Sales Executive,4,13695,1,3,2,24,19,3,13,50+,10+ Years
0,56,Male,Research & Development,Manufacturing Director,4,13402,1,2,3,33,19,15,23,50+,10+ Years
0,34,Female,Research & Development,Research Scientist,1,2029,0,3,3,5,5,0,26,30-39,3-5 Years
0,40,Female,Research & Development,Healthcare Representative,2,6377,0,3,3,15,12,11,2,30-39,10+ Years
0,34,Male,Research & Development,Laboratory Technician,2,5429,0,3,3,10,8,7,29,30-39,6-10 Years
1,31,Female,Sales,Sales Representative,1,2785,0,4,4,3,1,0,2,30-39,0-2 Years
1,35,Female,Sales,Sales Executive,2,4614,1,3,2,5,4,3,18,30-39,3-5 Years
0,38,Male,Research & Development,Research Scientist,1,2610,0,3,3,4,4,0,7,30-39,3-5 Years
0,34,Female,Research & Development,Healthcare Representative,2,6687,0,4,4,14,14,4,2,30-39,10+ Years
0,28,Male,Sales,Sales Executive,2,4724,0,1,3,5,5,0,26,Under 30,3-5 Years
1,31,Male,Research & Development,Manufacturing Director,2,6179,1,3,2,10,10,6,22,30-39,6-10 Years
0,39,Male,Sales,Sales Executive,2,6120,1,4,4,8,5,1,21,30-39,3-5 Years
0,51,Male,Sales,Sales Executive,3,10596,0,2,3,14,4,3,2,50+,3-5 Years
0,41,Female,Research & Development,Research Scientist,2,5467,1,4,2,12,6,3,22,40-49,6-10 Years
0,37,Male,Research & Development,Research Scientist,1,2996,1,3,3,8,6,1,4,30-39,6-10 Years
0,33,Male,Sales,Sales Executive,2,9998,0,4,4,8,5,1,5,30-39,3-5 Years
0,32,Male,Sales,Sales Executive,2,4078,1,2,2,4,3,1,2,30-39,3-5 Years
0,39,Male,Research & Development,Healthcare Representative,3,10920,0,3,3,13,6,0,25,30-39,6-10 Years
0,25,Male,Sales,Sales Executive,2,6232,0,3,2,6,3,1,18,Under 30,3-5 Years
0,52,Female,Research & Development,Manufacturing Director,4,13247,1,3,2,24,5,0,28,50+,3-5 Years
0,43,Female,Research & Development,Research Scientist,2,4081,1,3,1,20,20,1,6,40-49,10+ Years
0,27,Female,Sales,Sales Executive,2,5769,1,4,3,6,6,4,10,Under 30,6-10 Years
1,27,Female,Research & Development,Research Scientist,1,2394,1,3,3,8,8,7,17,Under 30,6-10 Years
0,26,Male,Research & Development,Research Scientist,1,3904,0,4,3,5,4,1,2,Under 30,3-5 Years
0,42,Female,Human Resources,Manager,4,16799,0,1,3,21,20,0,10,40-49,10+ Years
0,52,Female,Research & Development,Laboratory Technician,1,2950,0,1,1,12,5,0,8,50+,3-5 Years
0,37,Female,Research & Development,Laboratory Technician,1,3629,0,3,3,8,3,0,11,30-39,3-5 Years
0,35,Male,Research & Development,Manufacturing Director,3,9362,0,4,3,10,2,2,18,30-39,0-2 Years
0,25,Male,Research & Development,Laboratory Technician,1,3229,0,4,2,7,3,0,1,Under 30,3-5 Years
0,26,Male,Research & Development,Laboratory Technician,1,3578,0,1,3,8,7,0,7,Under 30,6-10 Years
0,29,Male,Human Resources,Human Resources,3,7988,0,1,2,10,10,0,17,Under 30,6-10 Years
1,49,Male,Research & Development,Laboratory Technician,2,4284,0,1,3,20,4,1,28,40-49,3-5 Years
1,29,Female,Research & Development,Healthcare Representative,3,7553,1,4,3,9,8,7,14,Under 30,6-10 Years
0,54,Female,Research & Development,Research Director,4,17328,0,4,2,29,20,12,1,50+,10+ Years
0,58,Female,Research & Development,Research Director,5,19701,1,1,3,32,9,1,1,50+,6-10 Years
0,55,Male,Research & Development,Research Director,4,14732,0,4,4,31,7,0,1,50+,6-10 Years
0,36,Female,Sales,Sales Executive,2,9278,1,2,3,15,5,0,3,30-39,3-5 Years
1,31,Female,Sales,Sales Representative,1,1359,0,3,3,1,1,0,1,30-39,0-2 Years
0,30,Female,Sales,Sales Executive,2,4779,0,1,3,8,3,0,7,Under 30,3-5 Years
0,31,Female,Research & Development,Research Director,4,16422,0,2,4,9,3,1,8,30-39,3-5 Years
0,34,Male,Research & Development,Research Scientist,1,2996,0,1,3,10,4,1,1,30-39,3-5 Years
1,31,Female,Research & Development,Research Scientist,1,1261,0,2,4,1,1,0,8,30-39,0-2 Years
0,27,Male,Research & Development,Laboratory Technician,1,2099,0,1,4,6,5,1,11,Under 30,3-5 Years
0,36,Male,Research & Development,Laboratory Technician,2,5810,0,4,2,10,10,1,4,30-39,6-10 Years
0,36,Female,Sales,Sales Executive,2,5647,0,1,2,11,3,0,16,30-39,3-5 Years
0,47,Male,Research & Development,Research Scientist,1,3420,0,4,2,17,6,1,1,40-49,6-10 Years
1,25,Male,Sales,Sales Representative,1,4400,0,1,3,6,3,2,9,Under 30,3-5 Years
0,37,Male,Research & Development,Laboratory Technician,1,3500,0,3,1,7,6,1,5,30-39,6-10 Years
0,56,Female,Research & Development,Research Scientist,1,2066,0,1,4,5,3,1,1,50+,3-5 Years
0,47,Female,Research & Development,Research Director,4,17169,0,3,4,26,20,5,2,40-49,10+ Years
0,24,Female,Sales,Sales Executive,2,4162,1,3,3,5,5,0,4,Under 30,3-5 Years
0,32,Male,Sales,Sales Executive,2,9204,0,4,2,7,4,0,7,30-39,3-5 Years
0,34,Female,Research & Development,Laboratory Technician,1,3294,0,2,2,7,5,0,1,30-39,3-5 Years
0,41,Male,Research & Development,Research Scientist,1,2127,1,3,2,7,4,0,5,40-49,3-5 Years
0,40,Male,Research & Development,Laboratory Technician,2,3975,0,3,4,11,8,0,9,30-39,6-10 Years
0,31,Male,Sales,Sales Executive,3,10793,0,4,3,13,13,9,8,30-39,10+ Years
1,46,Male,Sales,Sales Executive,3,10096,0,4,4,28,7,4,9,40-49,6-10 Years
1,39,Female,Research & Development,Laboratory Technician,1,3646,1,1,4,11,1,0,2,30-39,0-2 Years
1,31,Female,Research & Development,Manufacturing Director,3,7446,0,2,3,10,10,4,1,30-39,6-10 Years
0,45,Male,Research & Development,Healthcare Representative,3,10851,1,1,3,24,7,0,20,40-49,6-10 Years
0,31,Female,Human Resources,Human Resources,1,2109,0,2,3,8,3,0,8,30-39,3-5 Years
1,31,Male,Research & Development,Laboratory Technician,1,3722,1,4,1,7,2,2,2,30-39,0-2 Years
0,45,Male,Research & Development,Manufacturing Director,3,9380,1,4,4,10,3,1,29,40-49,3-5 Years
0,48,Male,Sales,Sales Executive,2,5486,0,1,3,15,2,2,7,40-49,0-2 Years
1,34,Female,Human Resources,Human Resources,1,2742,0,3,3,2,2,2,9,30-39,0-2 Years
0,40,Male,Research & Development,Research Director,3,13757,0,2,3,16,9,4,8,30-39,6-10 Years
0,28,Male,Sales,Sales Executive,2,8463,0,1,3,6,5,1,5,Under 30,3-5 Years
0,44,Male,Research & Development,Laboratory Technician,1,3162,0,3,3,7,5,0,5,40-49,3-5 Years
0,53,Male,Research & Development,Research Director,4,16598,0,2,2,35,9,8,2,50+,6-10 Years
0,49,Male,Research & Development,Healthcare Representative,2,6651,0,3,2,20,3,1,5,40-49,3-5 Years
0,40,Male,Research & Development,Research Scientist,1,2345,0,3,4,8,3,1,2,30-39,3-5 Years
0,44,Male,Research & Development,Research Scientist,1,3420,0,2,2,6,5,1,20,40-49,3-5 Years
0,33,Male,Sales,Sales Executive,2,4373,0,1,3,5,4,0,7,30-39,3-5 Years
0,34,Male,Sales,Sales Executive,2,4759,0,1,3,15,13,3,3,30-39,10+ Years
0,30,Male,Sales,Sales Executive,2,5301,0,3,2,4,2,2,16,Under 30,0-2 Years
0,42,Female,Research & Development,Laboratory Technician,1,3673,0,4,3,12,12,5,9,40-49,10+ Years
0,44,Female,Sales,Sales Executive,2,4768,0,3,2,11,1,0,1,40-49,0-2 Years
0,30,Male,Research & Development,Research Scientist,1,1274,0,3,2,1,1,0,7,Under 30,0-2 Years
0,57,Male,Research & Development,Research Scientist,2,4900,0,3,2,13,12,2,1,50+,10+ Years
0,49,Male,Research & Development,Healthcare Representative,3,10466,0,2,3,29,8,0,7,40-49,6-10 Years
0,34,Male,Research & Development,Research Director,4,17007,0,1,2,16,14,6,15,30-39,10+ Years
1,28,Male,Sales,Sales Representative,1,2909,0,3,4,5,3,1,1,Under 30,3-5 Years
1,29,Female,Sales,Sales Executive,2,5765,0,2,1,7,5,0,13,Under 30,3-5 Years
1,34,Female,Sales,Sales Executive,2,4599,1,2,4,16,15,10,24,30-39,10+ Years
0,35,Male,Sales,Sales Representative,1,2404,0,3,3,1,1,0,7,30-39,0-2 Years
1,24,Male,Research & Development,Laboratory Technician,1,3172,1,1,2,4,0,0,9,Under 30,0-2 Years
0,24,Female,Sales,Sales Representative,1,2033,0,2,3,1,1,0,13,Under 30,0-2 Years
0,44,Male,Research & Development,Manufacturing Director,3,10209,1,3,2,16,2,2,2,40-49,0-2 Years
0,29,Male,Sales,Sales Executive,2,8620,0,3,3,10,10,0,19,Under 30,6-10 Years
0,30,Male,Human Resources,Human Resources,1,2064,0,3,4,6,5,1,1,Under 30,3-5 Years
0,55,Male,Research & Development,Healthcare Representative,2,4035,1,3,3,4,3,1,4,50+,3-5 Years
0,33,Female,Research & Development,Laboratory Technician,1,3838,0,2,3,8,5,0,4,30-39,3-5 Years
0,47,Female,Sales,Sales Executive,2,4591,1,3,2,11,5,1,14,40-49,3-5 Years
1,28,Male,Research & Development,Laboratory Technician,1,2561,0,1,2,8,0,0,2,Under 30,0-2 Years
0,28,Male,Research & Development,Research Scientist,1,1563,0,3,1,1,1,0,1,Under 30,0-2 Years
0,28,Male,Sales,Sales Executive,2,4898,0,1,3,5,4,1,7,Under 30,3-5 Years
0,49,Female,Research & Development,Laboratory Technician,2,4789,0,1,3,10,3,1,3,40-49,3-5 Years
0,29,Female,Research & Development,Laboratory Technician,1,3180,0,2,3,4,3,0,2,Under 30,3-5 Years
0,28,Male,Research & Development,Manufacturing Director,2,6549,0,2,2,8,8,1,29,Under 30,6-10 Years
0,33,Male,Research & Development,Healthcare Representative,2,6388,1,3,3,14,0,0,8,30-39,0-2 Years
0,32,Male,Research & Development,Manager,3,11244,0,4,4,10,5,0,10,30-39,3-5 Years
0,54,Female,Research & Development,Manager,4,16032,0,4,3,26,14,1,11,50+,10+ Years
1,29,Male,Research & Development,Research Scientist,1,2362,0,1,1,11,9,0,1,Under 30,6-10 Years
0,44,Male,Research & Development,Research Director,4,16328,0,1,4,24,20,14,28,40-49,10+ Years
0,39,Female,Research & Development,Manufacturing Director,3,8376,0,2,3,9,2,2,6,30-39,0-2 Years
0,46,Female,Sales,Manager,4,16606,0,2,4,23,13,5,3,40-49,10+ Years
0,35,Female,Research & Development,Healthcare Representative,3,8606,0,2,1,11,11,3,16,30-39,10+ Years
0,23,Male,Research & Development,Laboratory Technician,2,2272,0,3,3,5,4,1,20,Under 30,3-5 Years
1,40,Male,Research & Development,Laboratory Technician,1,2018,0,1,1,15,5,1,9,30-39,3-5 Years
0,34,Male,Sales,Sales Executive,3,7083,1,3,3,10,10,8,1,30-39,6-10 Years
1,31,Female,Research & Development,Research Scientist,1,4084,0,3,1,7,7,7,3,30-39,6-10 Years
0,50,Male,Research & Development,Research Director,4,14411,1,4,3,32,32,13,22,40-49,10+ Years
0,34,Male,Sales,Sales Representative,1,2308,1,3,3,12,11,5,7,30-39,10+ Years
0,42,Male,Research & Development,Laboratory Technician,1,4841,0,2,3,4,1,0,2,40-49,0-2 Years
0,37,Male,Research & Development,Research Scientist,2,4285,0,4,3,10,10,3,13,30-39,6-10 Years
0,29,Female,Research & Development,Healthcare Representative,2,9715,0,1,3,9,7,0,8,Under 30,6-10 Years
0,33,Male,Research & Development,Manufacturing Director,2,4320,0,2,3,5,5,0,25,30-39,3-5 Years
0,45,Male,Research & Development,Research Scientist,1,2132,0,4,3,8,5,0,28,40-49,3-5 Years
0,42,Male,Research & Development,Healthcare Representative,3,10124,1,4,1,24,20,13,2,40-49,10+ Years
0,40,Male,Sales,Sales Executive,2,5473,0,1,4,9,8,7,9,30-39,6-10 Years
0,33,Male,Research & Development,Laboratory Technician,2,5207,1,3,3,15,15,5,28,30-39,10+ Years
0,40,Male,Human Resources,Manager,4,16437,1,4,3,21,21,7,6,30-39,10+ Years
0,24,Male,Research & Development,Laboratory Technician,1,2296,0,1,3,2,1,0,21,Under 30,0-2 Years
0,40,Male,Research & Development,Healthcare Representative,2,4069,1,4,3,8,2,2,8,30-39,0-2 Years
0,45,Male,Research & Development,Healthcare Representative,3,7441,0,2,3,10,10,7,1,40-49,6-10 Years
0,35,Female,Sales,Sales Representative,1,2430,0,3,3,6,5,4,28,30-39,3-5 Years
0,32,Female,Research & Development,Research Scientist,2,5878,0,2,3,12,7,2,5,30-39,6-10 Years
0,36,Male,Sales,Sales Representative,1,2644,1,4,2,7,3,1,2,30-39,3-5 Years
0,48,Female,Sales,Sales Executive,2,6439,0,3,3,18,8,7,16,40-49,6-10 Years
0,29,Male,Research & Development,Research Scientist,1,2451,0,3,2,5,1,0,9,Under 30,0-2 Years
0,33,Male,Sales,Sales Executive,2,6392,0,1,1,8,2,2,8,30-39,0-2 Years
1,30,Male,Sales,Sales Executive,2,9714,0,1,3,10,10,6,1,Under 30,6-10 Years
0,38,Male,Human Resources,Human Resources,2,6077,0,3,3,10,6,1,10,30-39,6-10 Years
0,35,Male,Research & Development,Laboratory Technician,1,2450,0,1,3,3,3,1,1,30-39,3-5 Years
0,30,Male,Sales,Sales Executive,3,9250,0,2,3,9,4,1,29,Under 30,3-5 Years
1,35,Female,Research & Development,Laboratory Technician,1,2074,1,1,3,1,1,0,2,30-39,0-2 Years
1,53,Female,Research & Development,Manufacturing Director,3,10169,0,4,3,34,33,1,2,50+,10+ Years
